y	x	group
0.0909090909090909	0.0454545454545453	8
0.0909090909090909	0.0481763745236798	8
0.0909090909090909	0.0508982035928142	8
0.0909090909090909	0.0536200326619487	8
0.0909090909090909	0.0563418617310831	8
0.0909090909090909	0.0590636908002176	8
0.0909090909090909	0.061785519869352	8
0.0909090909090909	0.0645073489384865	8
0.0909090909090909	0.0672291780076209	8
0.0909090909090909	0.0699510070767554	8
0.0909090909090909	0.0726728361458899	8
0.0909090909090909	0.0753946652150243	8
0.0909090909090909	0.0781164942841588	8
0.0909090909090909	0.0808383233532932	8
0.0909090909090909	0.0835601524224277	8
0.0909090909090909	0.0862819814915621	8
0.0909090909090909	0.0890038105606966	8
0.0909090909090909	0.0917256396298311	8
0.0909090909090909	0.0944474686989655	8
0.363636363636364	0.0971692977681	8
0.363636363636364	0.0998911268372344	8
0.0909090909090909	0.102612955906369	8
0.0909090909090909	0.105334784975503	8
0.0909090909090909	0.108056614044638	8
0.0909090909090909	0.110778443113772	8
0.0909090909090909	0.113500272182907	8
0.0909090909090909	0.116222101252041	8
0.0909090909090909	0.118943930321176	8
0.0909090909090909	0.12166575939031	8
0.0909090909090909	0.124387588459445	8
0.0909090909090909	0.127109417528579	8
0.0909090909090909	0.129831246597713	8
0.0909090909090909	0.132553075666848	8
0.0909090909090909	0.135274904735982	8
0.0909090909090909	0.137996733805117	8
0.0909090909090909	0.140718562874251	8
0.0909090909090909	0.143440391943386	8
0.0909090909090909	0.14616222101252	8
0.0909090909090909	0.148884050081655	8
0.0909090909090909	0.151605879150789	8
0.0909090909090909	0.154327708219924	8
0.0909090909090909	0.157049537289058	8
0.0909090909090909	0.159771366358193	8
0.0909090909090909	0.162493195427327	8
0.0909090909090909	0.165215024496461	8
0.0909090909090909	0.167936853565596	8
0.0909090909090909	0.17065868263473	8
0.363636363636364	0.173380511703865	8
0.727272727272727	0.176102340772999	8
0.909090909090909	0.178824169842134	8
0.636363636363636	0.181545998911268	8
0.545454545454545	0.184267827980403	8
0.727272727272727	0.186989657049537	8
0.818181818181818	0.189711486118672	8
0.727272727272727	0.192433315187806	8
0.636363636363636	0.19515514425694	8
0.636363636363636	0.197876973326075	8
0.727272727272727	0.200598802395209	8
0.454545454545455	0.203320631464344	8
0.272727272727273	0.206042460533478	8
0.363636363636364	0.208764289602613	8
0.181818181818182	0.211486118671747	8
0.0909090909090909	0.214207947740882	8
0.0909090909090909	0.216929776810016	8
0.0909090909090909	0.219651605879151	8
0.0909090909090909	0.222373434948285	8
0.0909090909090909	0.225095264017419	8
0.0909090909090909	0.227817093086554	8
0.0909090909090909	0.230538922155688	8
0.0909090909090909	0.233260751224823	8
0.0909090909090909	0.235982580293957	8
0.0909090909090909	0.238704409363092	8
0.0909090909090909	0.241426238432226	8
0.0909090909090909	0.244148067501361	8
0.0909090909090909	0.246869896570495	8
0.0909090909090909	0.24959172563963	8
0.0909090909090909	0.252313554708764	8
0.0909090909090909	0.255035383777898	8
0.0909090909090909	0.257757212847033	8
0.0909090909090909	0.260479041916167	8
0.0909090909090909	0.263200870985302	8
0.0909090909090909	0.265922700054436	8
0.0909090909090909	0.268644529123571	8
0.0909090909090909	0.271366358192705	8
0.0909090909090909	0.27408818726184	8
0.0909090909090909	0.276810016330974	8
0.0909090909090909	0.279531845400109	8
0.0909090909090909	0.282253674469243	8
0.0909090909090909	0.284975503538378	8
0.0909090909090909	0.287697332607512	8
0.0909090909090909	0.290419161676646	8
0.0909090909090909	0.293140990745781	8
0.0909090909090909	0.295862819814915	8
0.0909090909090909	0.29858464888405	8
0.0909090909090909	0.301306477953184	8
0.0909090909090909	0.304028307022319	8
0.0909090909090909	0.306750136091453	8
0.0909090909090909	0.309471965160588	8
0.0909090909090909	0.312193794229722	8
0.0909090909090909	0.314915623298857	8
0.0909090909090909	0.317637452367991	8
0.0909090909090909	0.320359281437125	8
0.0909090909090909	0.32308111050626	8
0.0909090909090909	0.325802939575394	8
0.0909090909090909	0.328524768644529	8
0.0909090909090909	0.331246597713663	8
0.0909090909090909	0.333968426782798	8
0.0909090909090909	0.336690255851932	8
0.0909090909090909	0.339412084921067	8
0.0909090909090909	0.342133913990201	8
0.0909090909090909	0.344855743059336	8
0.0909090909090909	0.34757757212847	8
0.0909090909090909	0.350299401197604	8
0.0909090909090909	0.353021230266739	8
0.0909090909090909	0.355743059335873	8
0.181818181818182	0.358464888405008	8
0.454545454545455	0.361186717474142	8
0.454545454545455	0.363908546543277	8
0.272727272727273	0.366630375612411	8
0.272727272727273	0.369352204681546	8
0.454545454545455	0.37207403375068	8
0.454545454545455	0.374795862819815	8
0.545454545454545	0.377517691888949	8
0.454545454545455	0.380239520958084	8
0.363636363636364	0.382961350027218	8
0.272727272727273	0.385683179096352	8
0.0909090909090909	0.388405008165487	8
0.0909090909090909	0.391126837234621	8
0.0909090909090909	0.393848666303756	8
0.0909090909090909	0.39657049537289	8
0.0909090909090909	0.399292324442025	8
0.0909090909090909	0.402014153511159	8
0.0909090909090909	0.404735982580294	8
0.0909090909090909	0.407457811649428	8
0.0909090909090909	0.410179640718563	8
0.0909090909090909	0.412901469787697	8
0.0909090909090909	0.415623298856831	8
0.0909090909090909	0.418345127925966	8
0.0909090909090909	0.4210669569951	8
0.0909090909090909	0.423788786064235	8
0.0909090909090909	0.426510615133369	8
0.0909090909090909	0.429232444202504	8
0.0909090909090909	0.431954273271638	8
0.0909090909090909	0.434676102340773	8
0.0909090909090909	0.437397931409907	8
0.0909090909090909	0.440119760479042	8
0.0909090909090909	0.442841589548176	8
0.0909090909090909	0.445563418617311	8
0.0909090909090909	0.448285247686445	8
0.0909090909090909	0.451007076755579	8
0.0909090909090909	0.453728905824714	8
0.0909090909090909	0.456450734893848	8
0.0909090909090909	0.459172563962983	8
0.0909090909090909	0.461894393032117	8
0.0909090909090909	0.464616222101252	8
0.0909090909090909	0.467338051170386	8
0.0909090909090909	0.470059880239521	8
0.0909090909090909	0.472781709308655	8
0.0909090909090909	0.47550353837779	8
0.0909090909090909	0.478225367446924	8
0.0909090909090909	0.480947196516058	8
0.0909090909090909	0.483669025585193	8
0.0909090909090909	0.486390854654327	8
0.0909090909090909	0.489112683723462	8
0.0909090909090909	0.491834512792596	8
0.0909090909090909	0.494556341861731	8
0.0909090909090909	0.497278170930865	8
0.0909090909090909	0.5	8
0.0909090909090909	0.502721829069134	8
0.0909090909090909	0.505443658138269	8
0.0909090909090909	0.508165487207403	8
0.0909090909090909	0.510887316276537	8
0.0909090909090909	0.513609145345672	8
0.0909090909090909	0.516330974414806	8
0.0909090909090909	0.519052803483941	8
0.0909090909090909	0.521774632553075	8
0.0909090909090909	0.52449646162221	8
0.0909090909090909	0.527218290691344	8
0.0909090909090909	0.529940119760479	8
0.181818181818182	0.532661948829613	8
0.0909090909090909	0.535383777898748	8
0.0909090909090909	0.538105606967882	8
0.0909090909090909	0.540827436037017	8
0.0909090909090909	0.543549265106151	8
0.0909090909090909	0.546271094175285	8
0.0909090909090909	0.54899292324442	8
0.0909090909090909	0.551714752313554	8
0.0909090909090909	0.554436581382689	8
0.0909090909090909	0.557158410451823	8
0.0909090909090909	0.559880239520958	8
0.181818181818182	0.562602068590092	8
0.181818181818182	0.565323897659227	8
0.181818181818182	0.568045726728361	8
0.181818181818182	0.570767555797495	8
0.181818181818182	0.57348938486663	8
0.0909090909090909	0.576211213935764	8
0.0909090909090909	0.578933043004899	8
0.0909090909090909	0.581654872074033	8
0.0909090909090909	0.584376701143168	8
0.0909090909090909	0.587098530212302	8
0.0909090909090909	0.589820359281437	8
0.0909090909090909	0.592542188350571	8
0.0909090909090909	0.595264017419706	8
0.0909090909090909	0.59798584648884	8
0.0909090909090909	0.600707675557975	8
0.0909090909090909	0.603429504627109	8
0.0909090909090909	0.606151333696244	8
0.0909090909090909	0.608873162765378	8
0.0909090909090909	0.611594991834512	8
0.0909090909090909	0.614316820903647	8
0.0909090909090909	0.617038649972781	8
0.0909090909090909	0.619760479041916	8
0.0909090909090909	0.62248230811105	8
0.0909090909090909	0.625204137180185	8
0.0909090909090909	0.627925966249319	8
0.181818181818182	0.630647795318454	8
0.181818181818182	0.633369624387588	8
0.181818181818182	0.636091453456722	8
0.272727272727273	0.638813282525857	8
0.363636363636364	0.641535111594991	8
0.454545454545455	0.644256940664126	8
0.818181818181818	0.64697876973326	8
0.545454545454545	0.649700598802395	8
0.363636363636364	0.652422427871529	8
0.454545454545455	0.655144256940664	8
0.272727272727273	0.657866086009798	8
0.363636363636364	0.660587915078933	8
0.272727272727273	0.663309744148067	8
0.181818181818182	0.666031573217202	8
0.181818181818182	0.668753402286336	8
0.0909090909090909	0.67147523135547	8
0.181818181818182	0.674197060424605	8
0.181818181818182	0.676918889493739	8
0.181818181818182	0.679640718562874	8
0.181818181818182	0.682362547632008	8
0.0909090909090909	0.685084376701143	8
0.0909090909090909	0.687806205770277	8
0.0909090909090909	0.690528034839412	8
0.0909090909090909	0.693249863908546	8
0.0909090909090909	0.695971692977681	8
0.0909090909090909	0.698693522046815	8
0.0909090909090909	0.701415351115949	8
0.0909090909090909	0.704137180185084	8
0.0909090909090909	0.706859009254218	8
0.0909090909090909	0.709580838323353	8
0.0909090909090909	0.712302667392487	8
0.0909090909090909	0.715024496461622	8
0.0909090909090909	0.717746325530756	8
0.0909090909090909	0.720468154599891	8
0.0909090909090909	0.723189983669025	8
0.0909090909090909	0.72591181273816	8
0.0909090909090909	0.728633641807294	8
0.0909090909090909	0.731355470876428	8
0.0909090909090909	0.734077299945563	8
0.0909090909090909	0.736799129014697	8
0.0909090909090909	0.739520958083832	8
0.0909090909090909	0.742242787152966	8
0.0909090909090909	0.744964616222101	8
0.0909090909090909	0.747686445291235	8
0.0909090909090909	0.75040827436037	8
0.0909090909090909	0.753130103429504	8
0.0909090909090909	0.755851932498639	8
0.0909090909090909	0.758573761567773	8
0.0909090909090909	0.761295590636908	8
0.0909090909090909	0.764017419706042	8
